claim_total,claim_line_sum,avg_line_amount,claims_last_30d,claims_last_90d,days_since_last_claim,claim_duration_days,departure_hour,departure_weekday,distance_user_vs_calc_pct,actual_mileage_vs_calc_pct,gps_variance_km,gps_variance_pct,gps_status,documents_submitted
178.12,156.95,170.24,0,5,54,2,9,6,0.1422,0.1489,0.0,0.221,2,1
162.86,164.89,161.14,2,4,45,1,11,4,0.1779,0.1314,5.6,0.0095,1,1
542.5,498.84,85.7,0,2,16,1,18,3,0.0937,0.0873,10.65,0.0704,1,1
384.84,403.49,84.57,1,4,43,3,12,5,0.207,0.2062,0.0,0.0273,1,1
349.26,337.43,57.43,0,3,0,2,18,6,0.107,0.1281,5.93,0.0697,1,1
418.2,383.56,206.62,1,1,40,2,17,6,-0.077,-0.0044,2.95,0.0695,1,1
715.39,702.4,189.63,1,4,0,2,5,3,0.1575,0.1612,0.0,0.0042,1,1
567.01,542.72,141.83,3,5,31,1,8,6,-0.0367,-0.1024,4.81,0.1233,1,1
141.52,138.49,63.48,2,3,20,3,9,3,-0.0644,-0.0997,1.62,0.0409,1,1
317.51,330.74,52.31,1,4,34,1,5,1,0.114,0.1132,5.95,0.0159,1,1
1047.0,940.64,205.43,1,5,14,1,16,0,0.0483,0.1504,4.3,0.1559,2,1
742.15,680.9,218.04,1,5,0,3,15,2,0.0627,0.054,12.08,0.1152,1,1
233.36,219.31,203.49,2,3,37,1,13,1,0.1083,0.1632,9.41,0.1569,2,1
1239.02,1227.74,223.64,0,5,44,1,12,0,-0.1057,-0.0643,0.0,0.0366,1,1
797.05,734.75,243.39,3,7,44,3,10,4,0.0291,0.0133,22.03,0.0767,1,1
915.55,931.55,192.16,3,6,55,3,12,0,-0.0329,0.0189,2.47,0.1326,1,0
347.05,335.25,103.65,0,1,53,3,11,1,-0.0497,0.0389,9.37,0.0963,1,1
132.51,129.52,120.03,2,4,23,2,17,5,0.1013,0.2472,0.0,0.0136,1,1
315.93,294.41,56.84,4,8,9,3,19,2,-0.0041,-0.0737,11.97,0.1701,2,1
326.83,322.61,109.88,0,2,28,2,17,0,0.1628,0.1429,4.81,0.0352,1,1
720.0,629.46,153.8,2,3,7,1,9,1,0.0199,0.0509,1.02,0.0546,1,0
91.7,86.89,92.72,3,4,24,1,20,5,0.0822,0.0988,13.09,0.0631,1,1
1082.21,1035.04,237.69,2,6,38,2,15,0,0.1275,0.2385,9.57,0.023,1,1
1187.86,1161.71,187.5,0,3,54,2,17,0,0.0285,-0.0147,3.63,0.0408,1,1
255.92,249.88,241.73,3,5,8,3,5,1,0.1967,0.1147,5.07,0.1207,1,1
946.73,967.31,197.22,2,5,41,3,17,5,0.0945,0.2268,0.0,0.0357,1,1
927.22,967.01,229.1,1,3,41,4,10,6,-0.0122,-0.0569,2.56,0.0098,1,0
759.57,697.77,177.59,1,4,0,2,10,1,0.0643,-0.0313,12.91,0.0181,1,1
661.31,660.63,216.65,0,5,23,1,13,4,0.1817,0.1765,2.75,0.1904,2,1
79.79,82.72,82.3,0,2,4,1,7,4,-0.0639,-0.0617,11.26,0.0857,1,1
383.84,373.11,67.36,0,2,6,2,12,5,0.2274,0.2189,0.0,0.0672,1,1
282.33,274.25,140.34,0,5,32,1,18,5,0.0019,-0.0144,3.05,0.0863,1,1
577.86,562.68,115.81,1,4,22,2,13,0,0.122,0.0417,8.87,0.12,1,1
1009.51,1019.46,164.16,2,3,25,1,18,0,0.177,0.1197,0.0,0.0862,1,1
146.63,144.76,133.6,1,4,76,1,20,2,-0.3308,-0.3611,6.33,0.0535,1,1
379.04,339.84,68.52,0,0,18,1,14,6,0.014,0.0396,0.45,0.0655,1,1
1381.62,1356.67,220.92,3,7,36,2,6,0,-0.0864,-0.1233,5.6,0.1004,1,1
626.37,594.55,200.38,2,5,8,1,6,2,0.1085,0.1548,8.63,0.1199,1,1
705.06,615.94,114.51,1,2,25,1,16,3,-0.0364,-0.0483,0.0,0.0371,1,1
1328.42,1198.21,184.92,1,5,29,2,18,1,0.11,0.0841,1.45,0.0605,1,0
667.4,584.55,205.57,2,2,26,2,15,3,0.0268,0.0512,11.79,0.122,1,1
548.45,527.27,131.01,2,5,47,5,16,3,0.121,0.0931,12.52,0.1173,1,1
137.74,126.32,122.9,0,2,75,2,17,0,-0.0724,-0.0887,2.51,0.1273,1,0
1059.6,928.97,194.44,3,5,6,1,16,5,-0.2021,-0.2348,0.0,0.0804,1,1
14.2,14.7,14.15,1,2,28,2,11,0,0.0667,0.1167,7.82,0.1498,1,1
157.77,137.7,140.2,1,5,29,2,17,1,0.1122,0.0436,3.61,0.0658,1,1
756.74,680.06,224.24,0,5,4,1,12,4,0.1678,0.2452,11.59,0.0063,1,1
569.73,571.59,142.1,3,8,19,1,20,3,0.2341,0.2801,1.5,0.113,1,0
757.28,758.79,127.18,2,5,2,2,18,6,0.1358,0.1292,3.43,0.0689,1,1
197.9,196.62,99.28,3,7,5,2,16,5,0.2033,0.0812,2.9,0.0503,1,1
203.72,199.79,66.02,0,1,33,1,13,5,-0.0932,-0.0973,7.03,0.0815,1,1
857.9,897.64,207.39,1,5,6,2,16,6,0.2039,0.1436,11.16,0.1976,2,0
449.92,421.28,70.51,0,1,58,2,15,2,0.0302,-0.0679,9.71,0.0154,1,0
399.48,361.05,57.3,0,5,19,1,18,1,0.255,0.254,14.6,0.0319,1,1
553.53,497.35,130.67,0,5,0,3,6,2,-0.0978,-0.1635,1.96,0.1402,1,1
185.94,185.49,98.95,2,5,40,2,8,5,0.2061,0.1724,3.83,0.0831,1,1
461.27,414.99,103.32,1,5,27,2,13,6,0.1419,0.1638,0.0,0.0806,1,1
1035.56,906.02,172.15,1,1,0,1,9,3,0.0959,0.1753,0.0,0.0636,1,1
770.92,715.39,227.78,2,4,23,1,12,2,-0.0672,-0.0612,0.0,0.1753,2,1
56.32,58.1,62.54,0,1,0,2,13,3,0.0312,-0.0647,0.0,0.1169,1,1
205.37,213.21,34.31,0,3,0,2,20,5,-0.0078,0.0056,9.81,0.045,1,1
132.81,133.62,23.98,2,4,37,3,5,2,0.0373,-0.1119,10.36,0.1268,1,0
172.75,156.88,75.44,2,7,56,2,8,0,-0.0485,-0.0279,0.0,0.1534,2,1
910.47,944.37,235.93,1,3,68,1,11,0,0.0629,0.0366,0.0,0.0872,1,1
377.87,359.09,166.17,1,3,26,1,7,4,0.0943,0.1255,1.74,0.0376,1,0
494.28,476.76,74.44,1,4,19,3,19,2,-0.0118,-0.0347,0.9,0.0649,1,0
1121.37,1058.18,200.6,1,1,52,2,16,5,0.0489,0.1182,0.0,0.0784,1,1
362.46,329.5,114.04,0,0,38,6,11,6,-0.0365,-0.0586,2.27,0.0696,1,0
350.91,354.18,188.28,1,5,53,2,6,4,0.19,0.2306,1.16,0.1636,2,0
33.49,30.19,15.74,1,1,52,3,20,5,0.0351,-0.057,3.52,0.0775,1,1
318.5,286.65,145.26,2,2,36,2,19,0,0.203,0.2175,0.0,0.2277,2,1
164.9,153.3,46.53,2,4,0,3,19,3,0.1317,0.1612,0.0,0.1872,2,0
438.72,428.68,110.48,0,2,7,1,20,0,0.1642,0.1389,5.78,0.0864,1,1
1412.29,1245.17,227.42,3,5,17,3,9,2,0.0342,0.0429,0.0,0.0785,1,1
146.36,130.85,124.14,2,6,42,2,17,4,0.0838,0.095,1.8,0.052,1,1
867.9,765.88,144.46,0,3,24,2,18,1,-0.0929,-0.0899,8.05,0.0562,1,1
150.12,147.33,148.02,1,3,30,1,8,0,0.2655,0.2381,3.64,0.1608,2,1
939.4,868.91,191.2,2,6,10,2,19,0,0.0597,0.1488,0.0,0.2229,2,0
304.29,314.85,111.53,1,1,43,1,10,1,-0.2553,-0.2317,10.0,0.2711,2,1
78.89,78.49,36.56,2,2,25,1,18,5,-0.1329,-0.1753,0.0,0.1168,1,1
421.98,439.36,224.72,1,1,41,2,8,2,0.0021,-0.0882,2.61,0.0868,1,1
508.63,484.2,104.56,1,1,26,1,15,1,0.1423,0.1298,5.7,0.07,1,1
331.75,302.49,69.91,0,2,59,1,9,2,-0.0316,0.0291,9.16,0.1399,1,1
417.48,376.91,61.98,2,5,52,3,10,5,0.2202,0.203,0.0,0.0381,1,0
95.65,94.97,21.89,3,4,30,1,14,3,0.0153,0.0446,3.18,0.1129,1,1
108.96,98.22,19.74,2,5,48,3,8,0,0.0196,-0.0172,0.0,0.0072,1,1
496.44,501.08,128.98,1,3,41,2,15,6,0.1594,0.1558,1.42,0.0562,1,0
237.44,241.49,121.85,0,3,51,1,13,2,0.1586,0.1402,18.49,0.0742,1,0
846.66,877.71,227.88,0,3,15,1,10,0,0.1002,0.1085,7.42,0.1307,1,1
218.55,192.22,66.58,2,2,42,3,20,0,-0.0024,0.0661,0.69,0.1263,1,0
440.9,419.93,143.07,1,5,12,2,20,3,-0.0227,-0.0474,8.88,0.1065,1,0
928.12,876.29,153.94,3,7,29,1,15,0,-0.173,-0.1292,0.0,0.0646,1,1
68.63,68.73,13.06,1,2,0,1,19,0,0.0868,0.0743,3.06,0.0634,1,0
205.14,179.21,33.77,0,2,11,1,20,5,0.0314,0.0265,11.64,0.0235,1,1
499.75,460.13,167.63,1,1,23,1,7,3,-0.0101,0.0687,1.04,0.0068,1,1
396.24,354.73,66.38,1,3,23,3,18,4,-0.1405,-0.1218,0.0,0.0377,1,0
657.88,616.27,94.62,0,5,0,1,11,0,0.0077,-0.0345,14.05,0.0199,1,1
776.1,765.89,208.39,0,4,21,2,11,1,0.0217,0.048,9.27,0.0681,1,1
224.06,224.49,51.28,1,5,10,1,7,5,0.0986,0.0743,0.0,0.078,1,0
586.77,557.67,106.8,2,6,25,3,6,1,-0.0911,-0.0699,5.29,0.1129,1,1
1205.46,1089.21,197.96,1,3,0,1,10,2,-0.028,-0.0214,4.62,0.1522,2,1
28.81,29.41,14.16,0,0,43,1,8,1,-0.0621,-0.0296,1.78,0.1281,1,1
880.14,911.78,167.78,1,1,38,2,11,5,0.0782,0.0034,6.18,0.0202,1,1
24.6,22.15,24.44,1,6,37,2,6,4,-0.135,-0.1172,2.8,0.0075,1,1
95.55,88.84,16.75,0,0,11,1,15,0,-0.0024,-0.0388,5.8,0.1158,1,0
191.8,195.06,211.4,0,5,24,3,17,3,0.1036,0.1142,0.26,0.1559,2,1
621.84,580.6,157.95,1,2,70,1,7,0,0.0406,0.0645,8.23,0.1277,1,1
197.92,191.8,199.04,2,3,29,3,12,2,0.0214,0.038,3.07,0.1142,1,1
814.75,725.21,188.81,2,5,19,2,10,6,0.0601,0.0925,2.92,0.0311,1,1
227.72,213.73,203.22,2,3,34,2,17,6,-0.0277,-0.0294,5.59,0.0126,1,1
381.95,360.65,131.44,0,2,2,2,5,3,0.113,0.0736,0.0,0.1467,1,0
126.75,116.08,27.12,1,2,28,2,20,1,-0.0408,0.0308,0.0,0.087,1,1
150.42,131.75,25.72,2,5,47,2,17,0,0.161,0.1352,15.14,0.0805,1,1
505.49,525.38,181.39,0,0,44,2,13,2,0.1477,0.0902,8.33,0.0449,1,1
1179.28,1031.83,224.52,1,4,21,1,12,1,0.0159,0.0922,0.18,0.0404,1,1
771.23,689.3,226.42,0,2,10,2,16,4,0.0034,-0.0919,0.0,0.0589,1,1
22.01,22.61,24.03,1,5,59,2,20,4,-0.1528,-0.1223,0.0,0.0539,1,1
1183.59,1110.51,180.01,0,3,18,3,20,1,-0.0114,0.0154,0.0,0.1982,2,1
252.62,234.63,215.49,2,2,40,2,17,5,-0.0355,-0.0078,4.32,0.0778,1,1
281.99,253.38,234.69,1,6,0,1,19,1,0.0238,-0.0381,5.91,0.1814,2,1
140.3,139.79,149.56,1,1,58,2,8,3,-0.0116,-0.0029,11.34,0.0493,1,1
38.49,37.89,17.72,1,5,62,3,15,0,0.1568,0.1921,0.0,0.0115,1,1
534.23,542.85,187.8,2,2,35,1,14,5,0.032,0.0894,12.13,0.0422,1,1
435.39,380.84,207.02,1,3,20,1,9,3,0.0214,-0.0696,1.35,0.0961,1,1
250.01,242.51,228.48,1,6,53,3,18,5,-0.0626,-0.0542,5.93,0.0237,1,1
1213.23,1133.91,191.54,2,2,24,4,19,1,0.0896,-0.0151,10.52,0.0456,1,1
422.83,377.42,72.63,1,4,38,3,8,0,0.3393,0.2211,0.0,0.035,1,1
250.6,240.56,249.03,1,5,21,2,8,3,-0.0653,-0.0182,3.46,0.1093,1,1
495.75,432.76,202.83,1,3,12,1,9,2,0.028,0.0422,0.0,0.1066,1,1
224.27,196.5,38.01,2,4,57,4,11,2,-0.0145,0.0217,1.99,0.0866,1,0
501.16,494.95,90.37,1,4,45,3,19,0,-0.1751,-0.1683,0.0,0.1535,2,1
52.79,48.07,10.24,2,5,33,2,11,4,0.0641,0.0591,0.0,0.1189,1,1
43.66,40.84,41.73,0,1,2,1,9,2,-0.0671,-0.0908,10.96,0.1316,1,1
665.28,616.73,205.81,1,1,31,2,18,1,-0.0943,-0.0966,7.97,0.215,2,1
134.31,130.64,140.8,0,0,31,2,5,3,-0.0709,-0.0806,10.79,0.0419,1,1
374.46,371.97,97.88,0,3,0,1,19,2,-0.0158,-0.0633,0.72,0.0209,1,1
43.45,44.23,48.3,2,5,22,1,14,0,-0.0091,0.042,10.63,0.0055,1,1
216.06,188.65,172.83,0,1,0,3,12,6,0.0336,-0.0318,0.0,0.1977,2,1
581.07,589.75,118.29,2,6,0,2,7,1,0.0769,0.073,1.29,0.0409,1,1
1079.1,968.82,190.33,1,4,35,1,14,3,0.1114,0.1594,17.93,0.0631,1,0
740.33,696.37,238.54,2,7,2,2,19,5,-0.0261,-0.0036,7.25,0.0591,1,1
532.48,518.46,129.98,0,4,0,2,11,4,0.1261,0.0404,13.84,0.1177,1,0
178.01,156.1,50.21,2,7,54,1,13,3,0.1186,0.1093,8.25,0.0915,1,0
592.66,577.57,143.34,0,1,19,1,19,3,-0.0517,-0.0973,0.0,0.1333,1,1
304.6,291.19,63.29,4,9,19,2,14,0,-0.0999,-0.1362,2.44,0.002,1,1
546.67,561.8,173.83,2,7,7,2,6,5,-0.0701,-0.0465,4.32,0.037,1,1
271.14,246.02,67.25,1,3,23,2,19,1,0.1546,0.1753,0.98,0.0658,1,1
166.52,162.0,83.61,0,5,0,1,20,2,-0.083,0.0085,2.21,0.266,2,1
301.87,278.72,96.92,2,3,9,2,9,3,0.0747,0.0707,9.19,0.0162,1,1
756.35,698.79,128.77,1,4,51,4,8,5,-0.0717,-0.0124,0.0,0.1346,1,1
23.14,23.26,23.28,1,1,47,4,13,1,0.0925,0.1233,2.26,0.0817,1,1
168.59,172.44,86.67,1,2,67,1,10,3,0.0779,0.0649,10.67,0.0272,1,1
542.44,528.82,189.19,1,5,51,1,10,1,0.1266,0.1706,0.0,0.138,1,0
395.69,393.95,136.64,3,4,4,1,7,5,-0.1017,-0.0795,0.0,0.0619,1,0
185.79,171.73,79.36,0,1,29,1,18,1,-0.0509,0.0025,1.76,0.1077,1,1
95.7,96.27,45.75,0,3,25,3,10,4,-0.1529,-0.1463,10.44,0.0489,1,1
312.52,292.4,92.47,1,2,23,1,19,1,-0.0766,-0.0731,8.03,0.1948,2,1
422.11,389.16,137.92,0,3,47,3,20,4,-0.145,-0.1646,7.68,0.0808,1,1
369.31,329.16,89.18,0,2,13,3,17,3,0.244,0.193,10.67,0.0974,1,1
128.69,133.03,32.47,0,4,14,2,10,6,0.1633,0.1032,0.0,0.0615,1,1
420.74,437.81,83.22,2,6,23,2,12,3,0.1124,0.1813,12.74,0.0952,1,1
40.36,38.77,17.7,2,3,19,3,6,6,0.1406,0.1007,7.63,0.2887,2,1
682.62,620.55,109.32,1,1,10,1,14,4,0.1692,0.157,5.09,0.1732,2,1
382.16,335.42,85.06,0,4,12,1,7,0,-0.0876,-0.0067,14.17,0.0455,1,1
184.28,184.47,86.76,3,8,17,2,17,4,0.0149,0.072,0.0,0.1662,2,1
162.17,162.41,177.24,1,3,23,2,10,1,0.1213,0.0222,0.0,0.236,2,1
166.53,164.59,168.73,0,4,31,2,7,5,-0.1195,-0.0575,5.76,0.0485,1,0
464.98,432.79,155.22,1,4,0,1,5,0,0.0019,-0.0023,3.91,0.0352,1,1
210.8,200.61,188.29,1,6,8,5,11,4,0.2114,0.2488,3.27,0.1572,2,1
240.38,228.16,242.07,0,0,3,3,14,6,0.2086,0.2374,0.69,0.0524,1,1
724.54,656.99,111.02,1,1,67,2,9,5,0.2031,0.1983,1.23,0.045,1,1
45.63,42.33,40.34,4,8,37,3,6,6,0.0544,0.0529,0.0,0.0097,1,1
790.51,725.29,235.17,1,4,2,1,17,6,0.2003,0.1598,4.9,0.2666,2,1
271.27,247.63,90.18,1,2,0,3,15,5,0.1124,0.1232,0.64,0.2088,2,1
313.0,328.58,52.88,2,7,29,1,9,6,-0.2507,-0.2171,12.57,0.1053,1,0
417.34,367.12,133.5,2,7,0,2,11,3,-0.1956,-0.0448,5.03,0.0199,1,1
1231.86,1238.42,198.03,2,2,2,2,9,6,0.1293,0.1009,0.76,0.1192,1,1
291.18,304.41,153.93,2,5,0,2,15,6,0.0463,-0.0102,6.6,0.1285,1,0
414.49,369.7,172.62,3,8,14,2,13,6,0.0901,0.1107,9.91,0.0567,1,1
298.63,298.12,82.5,1,2,60,3,17,6,0.054,0.0259,9.49,0.0194,1,1
926.66,950.56,163.09,2,3,21,3,14,1,0.1987,0.1968,0.0,0.0732,1,1
88.55,85.39,16.4,0,5,35,5,17,5,0.0693,0.1113,0.0,0.0566,1,1
229.25,221.53,34.66,2,7,20,1,9,2,-0.1655,-0.1608,0.0,0.0644,1,0
621.28,605.76,198.52,1,1,45,1,6,1,0.1162,0.0881,2.9,0.122,1,1
1274.51,1166.02,244.05,0,1,16,1,19,3,0.0543,0.096,0.0,0.1065,1,1
37.1,36.11,36.18,1,6,70,4,7,1,0.0138,-0.0609,4.84,0.1345,1,0
806.17,716.52,189.46,3,3,9,1,15,6,0.1293,0.0832,0.0,0.1368,1,1
454.13,473.3,222.96,1,1,18,2,20,3,0.0854,0.0767,3.55,0.1103,1,0
653.69,622.25,221.58,1,2,41,1,16,2,0.2654,0.2709,7.47,0.0102,1,1
98.76,93.44,102.21,1,1,57,1,17,2,0.2128,0.1982,0.0,0.0017,1,0
1432.61,1385.01,218.79,0,0,18,3,17,2,0.1124,0.0847,0.07,0.0868,1,1
366.04,362.17,198.36,0,2,36,4,20,6,-0.0209,-0.0101,4.51,0.0217,1,0
121.93,109.74,107.64,1,4,1,3,8,1,0.0865,0.128,1.48,0.1764,2,1
344.57,335.0,61.4,2,4,25,3,20,0,0.2072,0.1541,6.26,0.1391,1,1
73.04,67.72,31.74,0,2,0,3,13,3,0.0344,0.0262,0.0,0.1602,2,1
164.45,143.49,150.14,2,6,22,4,7,2,0.1217,0.0979,1.4,0.0094,1,1
234.08,205.53,109.96,0,2,4,4,8,4,0.2125,0.1705,19.07,0.0769,1,1
1334.46,1299.67,238.65,1,1,39,1,17,0,-0.0992,-0.0445,0.0,0.195,2,0
213.88,192.9,100.65,3,4,54,2,11,1,0.0431,-0.0063,2.12,0.2066,2,1
109.59,109.08,107.26,3,8,6,1,8,2,-0.0427,0.0253,2.78,0.0294,1,1
178.68,167.38,161.22,2,5,0,3,5,3,0.2442,0.2526,0.0,0.028,1,1
827.13,843.09,215.39,0,5,3,2,19,0,0.2009,0.1947,5.8,0.0253,1,1
54.11,56.74,17.9,2,6,63,2,19,4,-0.1444,-0.1157,2.24,0.0241,1,1
178.16,172.65,166.34,2,4,28,3,9,2,0.1499,0.0936,8.15,0.2045,2,1
263.66,267.68,130.46,2,7,33,1,13,1,0.2414,0.1964,11.79,0.031,1,1
682.19,605.2,150.65,2,2,74,2,5,5,0.2551,0.2423,13.64,0.0872,1,1
233.89,216.6,206.48,2,7,0,3,7,3,0.0996,0.115,14.61,0.2186,2,1
463.63,441.27,135.29,5,10,54,1,10,3,-0.0925,-0.1509,0.0,0.1097,1,0
463.65,444.44,150.43,3,3,0,2,9,0,0.2205,0.2011,0.0,0.0625,1,1
344.21,340.06,62.38,1,1,38,3,19,5,-0.0244,-0.0366,0.0,0.0753,1,1
1142.13,1003.45,194.38,3,8,60,3,10,0,0.0266,0.0359,7.63,0.0023,1,0
242.74,214.64,68.68,1,1,62,3,11,4,0.1681,0.1094,5.9,0.0331,1,1
462.38,404.68,147.26,1,4,11,2,19,1,0.0633,0.0634,9.67,0.1948,2,1
1112.85,1006.55,220.69,0,3,4,3,9,6,0.2391,0.2363,6.42,0.0166,1,0
189.35,197.88,196.29,3,8,25,3,8,6,-0.172,-0.2186,0.0,0.0087,1,1
205.84,184.43,46.07,1,3,22,3,15,3,-0.0534,-0.0844,8.41,0.0525,1,1
238.59,246.86,114.51,4,4,39,3,15,1,-0.0569,-0.1445,8.19,0.0567,1,1
188.76,182.28,177.66,2,5,3,3,10,5,0.1123,0.1527,0.0,0.0003,1,1
229.84,228.72,220.94,0,0,38,1,19,3,-0.0345,-0.0717,1.37,0.0991,1,1
76.03,68.11,18.71,1,6,15,2,18,3,-0.0331,-0.0654,12.03,0.1278,1,1
377.96,382.48,125.81,0,0,27,3,15,0,-0.2669,-0.2365,17.01,0.0577,1,1
1447.19,1452.99,234.95,0,1,30,3,5,3,-0.1337,-0.0908,2.05,0.0678,1,1
572.69,596.99,96.36,0,3,34,2,10,5,0.1077,0.0518,6.55,0.0711,1,1
12.21,10.79,10.02,2,6,28,4,10,0,0.1059,0.1412,2.24,0.0232,1,1
722.35,637.12,155.87,3,4,15,1,15,5,0.0309,0.08,11.52,0.0377,1,1
448.91,467.89,223.98,1,3,45,1,16,3,0.1021,0.1856,0.0,0.0176,1,1
84.62,81.28,12.95,1,6,11,2,18,4,0.0673,0.084,0.66,0.0237,1,1
807.5,715.57,241.02,3,8,42,4,19,2,0.0371,0.0555,0.89,0.0112,1,1
1154.65,1126.94,241.01,4,4,41,3,11,6,-0.0587,-0.0957,3.99,0.1567,2,1
1580.57,1490.74,230.82,0,3,49,4,10,3,-0.1644,-0.1492,0.0,0.0209,1,0
491.89,442.01,211.53,3,4,29,1,6,4,0.0249,-0.0829,3.41,0.0427,1,0
873.18,841.21,149.32,5,10,13,3,12,4,0.0924,0.0795,8.92,0.1532,2,1
425.96,381.9,82.64,2,6,23,4,8,4,0.1151,0.1682,8.92,0.1499,1,1
13.48,11.96,11.46,2,6,6,2,7,0,0.1402,0.1413,0.0,0.0165,1,1
882.46,854.4,143.75,0,3,0,2,17,3,-0.1581,-0.227,1.73,0.0067,1,1
1421.85,1443.32,225.1,0,5,0,1,6,3,0.0714,0.0672,0.0,0.1465,1,1
988.92,913.74,237.9,1,6,45,5,19,1,0.0916,0.1037,5.08,0.1364,1,1
437.78,431.76,144.79,2,3,0,2,8,6,0.1303,0.1271,0.0,0.1445,1,1
549.59,511.47,244.73,2,2,19,3,14,3,-0.0233,-0.0914,5.55,0.0771,1,1
1366.91,1240.83,233.14,2,5,39,1,20,4,0.072,0.1264,0.35,0.0793,1,0
255.91,265.34,127.66,1,5,34,3,5,3,-0.1509,-0.2449,10.2,0.0656,1,0
117.23,105.61,54.96,2,6,0,2,10,5,-0.0166,-0.039,3.89,0.1425,1,1
609.6,631.11,145.12,0,0,29,2,12,3,-0.1133,-0.0552,5.44,0.0279,1,1
173.04,151.49,148.81,1,4,0,1,20,0,0.1328,0.1336,1.82,0.0921,1,1
422.78,406.89,149.34,0,5,68,2,9,3,0.2232,0.2589,10.96,0.1788,2,1
1243.47,1089.25,202.1,0,0,12,2,20,1,0.2597,0.3229,0.0,0.0155,1,1
484.18,499.95,127.17,0,2,26,2,14,4,-0.1457,-0.0313,4.85,0.0885,1,1
722.33,641.92,100.61,0,1,26,1,19,3,-0.2405,-0.178,9.54,0.0121,1,0
1516.39,1339.51,212.24,2,7,16,2,9,5,-0.0391,0.0073,7.77,0.2762,2,1
177.15,163.56,151.8,1,6,47,2,7,0,0.1097,0.1323,2.27,0.089,1,1
157.32,144.02,25.89,1,3,13,4,16,1,-0.1178,-0.1734,0.0,0.1034,1,1
1012.54,911.97,160.73,0,1,43,3,18,6,0.0328,-0.0,5.27,0.2159,2,1
539.29,502.75,168.06,2,3,10,6,19,0,-0.0295,-0.1315,0.0,0.1465,1,1
326.26,290.68,72.26,1,4,44,1,8,1,0.2918,0.3014,4.63,0.0458,1,1
329.7,336.87,157.1,3,4,66,4,16,6,-0.0877,-0.0516,12.31,0.1129,1,1
109.77,97.41,106.54,0,4,0,2,11,5,0.0545,0.0263,6.49,0.0947,1,0
370.97,337.97,87.37,0,3,37,5,18,0,0.1856,0.176,3.1,0.1487,1,1
160.59,142.09,77.98,0,4,19,1,16,4,-0.1446,-0.2215,4.97,0.0942,1,1
1108.4,1091.31,200.18,0,1,23,1,14,0,-0.0325,0.0029,0.0,0.013,1,1
162.55,161.8,161.94,3,6,44,3,5,3,-0.0488,-0.1146,17.95,0.075,1,1
287.0,258.66,53.84,3,6,10,4,6,6,0.0339,0.0661,0.0,0.1663,2,1
185.7,193.42,180.96,0,0,0,1,18,3,-0.2425,-0.1929,0.0,0.047,1,1
687.68,709.35,226.1,1,3,0,2,14,4,0.0344,0.0212,0.0,0.0283,1,1
977.78,1007.33,165.95,0,5,31,2,7,6,-0.0033,-0.0835,0.0,0.0225,1,1
680.91,691.46,246.75,2,5,22,2,13,2,0.0013,0.0542,9.35,0.1099,1,1
65.97,65.92,64.59,0,2,19,2,12,2,-0.0916,-0.0978,0.0,0.0234,1,1
276.03,285.55,62.3,1,2,21,1,15,1,0.1292,0.1184,15.26,0.2285,2,1
519.43,455.16,109.48,2,3,32,1,6,6,0.1558,0.2018,0.0,0.0581,1,1
92.59,84.71,26.47,0,3,43,2,9,6,0.013,0.0282,7.48,0.0264,1,1
331.57,304.69,46.31,1,2,17,3,16,1,-0.0145,0.0289,0.0,0.0143,1,1
88.53,82.46,15.13,2,6,24,4,15,1,-0.0294,0.0014,15.34,0.0493,1,1
675.6,657.91,209.51,3,5,23,3,8,1,-0.091,-0.081,6.1,0.0734,1,0
433.65,404.65,111.58,2,4,41,1,19,2,0.1721,0.067,7.44,0.0294,1,1
71.96,69.73,19.13,0,5,22,3,9,4,0.246,0.1964,0.0,0.1042,1,1
190.53,184.59,181.13,1,4,25,4,18,0,0.068,0.0888,4.21,0.0712,1,1
296.29,264.51,128.96,1,1,15,3,17,0,0.0571,0.1327,6.9,0.024,1,1
104.03,102.38,96.84,1,1,15,1,14,3,-0.1696,-0.1163,9.38,0.0094,1,1
693.75,625.53,210.34,0,5,3,2,8,4,-0.1069,-0.1236,0.0,0.1396,1,1
86.12,86.72,95.98,1,1,45,1,9,5,-0.0168,-0.0931,6.55,0.0907,1,0
140.15,140.47,132.2,4,5,25,1,18,4,0.0637,-0.001,0.0,0.0732,1,0
24.66,21.48,23.59,1,4,45,3,9,4,-0.0465,-0.0816,6.33,0.1303,1,0
294.84,273.94,94.31,2,3,28,2,19,6,0.2032,0.2575,0.0,0.1763,2,0
988.34,877.36,241.52,2,3,33,5,14,6,-0.0314,-0.0537,0.55,0.0393,1,1
295.64,258.97,59.95,1,6,52,3,11,3,-0.0032,0.0635,0.53,0.1239,1,0
252.21,258.05,243.1,1,3,32,1,16,0,-0.1595,-0.1194,5.03,0.1288,1,0
262.39,254.54,80.79,1,4,29,1,10,3,0.2105,0.2428,8.75,0.2138,2,0
41.28,38.33,18.86,1,6,47,4,7,0,-0.0094,-0.0053,1.66,0.1166,1,0
74.43,73.83,37.04,1,3,31,3,10,6,0.1607,0.0987,7.31,0.0807,1,1
141.55,131.79,122.82,1,3,25,2,12,5,0.1372,0.0868,4.91,0.0042,1,1
168.65,172.42,89.9,3,8,27,1,15,1,0.1404,0.0623,6.06,0.1484,1,0
