claim_total,claims_last_30d,claims_last_90d,days_since_last_claim,claim_duration_days
296.04,0,3,108,5
309.18,1,4,65,7
375.51,2,4,66,6
68.06,0,0,58,4
479.28,1,1,25,5
185.26,2,3,77,7
348.53,0,0,44,7
410.66,1,4,26,4
116.37,0,2,44,1
435.98,1,1,97,2
299.9,1,1,66,2
261.86,2,5,94,2
3507.97,4,7,24,2
193.26,0,3,103,3
4189.06,6,12,19,7
206.09,2,2,33,5
155.82,1,3,69,7
319.62,1,1,87,2
134.58,0,2,60,1
344.31,1,2,41,3
419.57,0,2,58,2
357.05,0,3,108,1
379.69,2,5,107,7
193.56,2,5,92,4
344.21,2,5,59,7
241.24,2,2,82,7
252.62,1,4,96,3
487.29,0,1,59,5
441.63,0,1,5,3
3684.04,3,6,16,14
442.48,1,1,64,3
440.54,1,3,11,5
163.54,1,3,103,7
170.25,1,3,58,1
183.95,0,0,50,6
382.4,0,1,15,5
377.05,2,5,60,3
256.11,2,3,110,7
4192.19,5,12,1,2
67.23,2,2,53,5
854.44,6,10,13,7
477.65,1,1,112,4
4071.4,5,9,9,10
434.4,0,0,52,5
392.32,1,3,100,6
174.58,2,2,82,4
3551.94,3,3,13,4
236.44,0,2,39,4
489.14,1,1,33,2
196.07,0,2,98,6
257.29,1,3,74,4
300.94,1,3,45,3
118.3,2,5,31,5
352.84,1,4,9,6
4854.76,6,13,17,6
386.6,2,4,43,3
253.17,1,1,24,5
330.91,2,5,58,7
488.0,2,5,35,4
1092.64,5,6,3,7
496.45,2,4,27,7
399.88,2,5,75,4
147.99,2,4,45,7
97.54,2,4,69,5
151.29,1,4,101,4
466.04,0,1,56,3
423.43,1,2,92,1
343.89,1,4,29,6
150.88,2,2,81,5
475.46,1,2,26,5
357.96,1,1,100,5
3443.52,5,13,27,4
1226.21,3,6,5,8
4646.24,3,5,9,2
1431.53,4,11,7,11
495.36,0,3,69,6
321.8,1,2,36,4
81.43,2,2,92,6
283.89,1,4,14,7
167.01,2,2,96,7
495.13,2,2,61,4
76.9,1,1,51,4
280.2,2,5,59,7
115.69,1,1,97,2
345.44,0,1,106,4
93.71,2,2,63,6
160.13,1,3,42,6
404.31,2,4,77,3
392.59,0,2,8,2
3035.93,6,10,9,12
335.25,1,4,91,3
412.33,0,1,82,3
1657.88,2,2,27,4
116.76,0,2,51,6
441.6,2,5,66,5
4875.81,6,8,18,14
285.5,1,4,87,2
2669.24,4,10,0,11
2040.65,3,6,7,3
400.1,0,1,50,4
460.71,0,1,99,2
64.78,2,2,47,5
298.97,2,2,107,1
285.32,0,2,107,6
471.34,0,1,93,6
68.1,2,4,75,3
135.5,0,1,71,3
152.41,2,5,64,1
401.63,1,1,30,4
87.52,0,0,74,5
269.25,2,2,79,4
1001.86,4,14,6,10
326.48,1,1,37,7
171.83,2,3,47,5
177.69,2,4,38,7
203.51,2,4,85,4
390.47,0,3,5,3
2792.97,4,6,5,2
352.83,0,3,48,6
420.14,0,0,102,2
275.8,1,4,18,6
324.28,2,3,46,2
228.3,0,1,83,6
480.51,1,4,104,6
469.77,1,3,52,2
377.01,2,4,62,3
227.09,1,1,102,4
233.95,2,3,63,7
418.33,0,1,89,6
424.64,0,2,59,7
301.13,2,3,107,2
248.04,1,1,14,2
375.27,2,5,10,7
359.5,2,5,36,3
3137.51,1,2,1,11
292.05,1,3,19,4
387.41,1,4,110,2
3154.14,5,8,17,2
197.53,2,4,76,5
360.3,0,0,116,7
382.57,1,4,100,2
260.74,1,3,47,2
366.82,1,1,22,1
242.29,1,1,111,5
495.33,1,1,77,4
4819.05,3,11,15,5
335.46,2,2,77,1
4012.65,5,7,25,9
89.48,1,2,101,1
243.92,1,4,62,6
198.69,0,2,63,5
382.75,1,1,56,5
330.65,1,1,6,2
117.72,0,2,73,4
140.15,2,4,119,6
1186.72,2,5,9,3
290.03,0,1,74,3
1973.57,3,6,21,4
123.48,1,2,32,7
111.79,1,1,111,4
440.38,2,3,53,1
229.63,0,3,80,7
486.15,2,2,25,7
473.3,2,4,100,3
144.65,0,2,66,3
475.19,0,0,53,7
482.7,0,2,51,3
245.36,2,4,34,6
339.61,1,4,7,3
453.79,0,1,113,2
54.17,2,3,22,6
67.55,2,3,115,6
217.26,1,2,58,2
283.36,0,1,51,1
63.49,0,2,56,6
428.63,2,4,8,7
62.82,1,1,99,7
233.44,2,5,102,5
126.38,0,0,49,2
494.68,0,3,64,4
2915.27,2,11,25,11
264.3,1,2,46,6
480.6,2,2,66,4
433.38,0,1,33,5
474.02,0,0,100,1
177.03,2,2,36,2
378.51,1,3,95,4
283.96,2,4,102,2
218.64,0,0,100,7
71.61,0,1,6,2
425.91,0,1,55,3
266.34,1,2,85,7
309.73,1,2,63,5
247.93,2,4,88,7
201.8,0,2,48,7
3974.04,4,14,3,11
3934.71,3,4,25,6
61.44,2,3,17,2
4235.35,1,9,22,5
206.43,1,4,75,1
4872.56,2,8,26,9
428.0,0,0,30,6
286.5,0,0,107,5
153.69,2,3,52,2
124.53,2,3,112,7
293.36,2,5,114,2
481.57,1,3,54,5
4521.85,4,9,4,12
501.59,3,11,21,5
380.05,2,2,12,7
114.7,0,1,55,7
238.55,2,3,36,7
151.84,1,2,119,4
382.84,2,3,31,4
173.96,1,1,86,1
285.9,2,5,34,6
420.0,2,5,24,1
3894.13,6,11,28,5
684.37,3,4,20,8
125.8,2,5,102,3
96.37,2,4,35,7
272.53,2,5,58,1
439.32,1,3,120,3
197.97,2,4,50,1
370.89,1,2,79,4
245.19,1,1,104,7
302.3,2,5,82,5
3504.01,1,10,3,10
339.2,0,0,20,7
311.05,2,5,109,4
67.94,2,5,114,4
285.24,1,4,90,1
131.33,2,4,17,3
4108.53,6,13,27,5
357.35,1,2,40,4
196.03,2,4,103,7
301.31,2,4,99,4
401.43,0,3,114,1
327.38,2,3,45,7
461.37,0,3,45,5
133.78,1,2,38,7
207.76,1,3,101,2
1952.42,1,4,18,5
3651.03,5,9,24,9
229.08,2,2,30,1
319.08,2,5,114,3
203.07,1,4,22,4
480.22,1,1,46,2
68.35,2,3,90,3
151.01,2,3,36,2
415.18,0,0,42,2
4358.89,4,11,13,9
305.63,1,2,113,5
332.26,1,3,95,7
4115.42,3,9,11,6
4716.15,3,11,11,2
1105.22,6,9,25,9
93.48,2,5,73,3
421.82,0,2,96,6
299.33,0,3,39,5
257.1,1,4,80,4
498.09,0,3,76,6
206.42,2,3,13,6
479.62,1,3,119,6
318.98,1,2,55,2
189.42,2,4,47,2
444.18,1,2,103,5
3140.93,1,10,1,12
314.35,0,0,72,4
379.64,0,1,111,2
467.96,2,2,47,1
231.6,2,5,108,4
263.48,1,2,17,3
368.26,1,4,16,2
140.27,1,1,48,4
285.74,0,0,76,1
92.97,0,0,5,3
62.44,2,4,114,1
1348.17,5,12,5,9
205.36,2,3,81,3
451.14,2,3,69,2
250.29,2,2,73,7
4132.42,3,7,3,6
315.54,0,0,68,2
498.79,1,4,89,5
402.82,0,0,48,2
157.75,1,2,106,4
76.38,1,1,113,5
344.66,2,5,101,5
177.15,0,3,102,2
331.85,1,4,53,1
271.05,1,4,83,4
496.52,1,1,72,7
476.04,1,2,87,3
290.43,0,2,54,2
291.99,2,5,99,5
130.23,1,1,32,1
133.57,0,2,14,6
143.03,2,2,10,4
360.22,1,1,120,2
461.85,1,2,54,7
462.9,1,1,24,2
329.79,1,4,92,5
455.93,1,2,117,6
172.67,2,2,58,7
175.14,0,3,37,5
361.63,0,3,21,6
81.74,0,0,25,7
132.51,1,2,99,3
3717.61,6,12,9,9
434.97,1,1,102,1
448.51,0,0,76,7
107.2,0,3,66,1
67.11,1,2,15,7
80.33,1,3,61,6
318.64,0,1,103,2
69.69,0,1,48,7
4648.28,3,10,6,11
221.01,1,1,33,2
201.15,2,5,8,7
429.53,2,4,76,2
483.87,0,0,92,1
290.42,2,3,97,3
114.57,0,1,5,4
76.29,1,1,114,2
65.84,2,2,7,6
264.39,2,5,41,6
252.35,2,3,92,4
205.31,2,5,66,2
445.74,0,1,41,6
483.36,1,3,117,2
59.42,1,2,10,4
445.9,0,3,21,7
143.64,1,4,118,4
253.54,1,4,51,3
229.49,2,3,36,2
305.77,2,4,120,4
393.78,1,3,87,3
113.6,0,3,43,7
4415.5,4,4,6,4
450.46,2,5,71,4
249.34,2,3,54,5
172.99,2,3,87,4
410.37,0,3,45,4
382.3,1,3,83,7
380.89,0,0,105,1
53.9,0,2,114,1
455.8,0,1,32,3
213.32,1,4,65,3
180.38,0,1,120,2
103.3,2,5,25,5
261.3,1,2,19,6
4591.33,1,1,4,7
264.59,0,2,61,5
251.3,0,3,90,5
202.9,0,2,13,2
185.04,1,2,19,7
1387.09,6,11,9,12
403.95,1,4,7,5
2379.82,2,7,27,5
176.11,2,2,67,3
734.05,2,6,8,8
2018.83,3,13,14,11
298.07,0,0,99,5
221.3,1,4,54,1
171.62,1,3,51,7
497.13,1,4,95,3
205.8,1,2,67,3
461.0,2,2,108,6
4376.66,1,1,25,3
98.17,0,1,52,1
410.65,0,0,6,6
413.14,2,2,24,5
442.1,1,3,105,6
104.89,2,3,30,6
1335.09,6,7,0,7
154.88,0,0,54,3
136.69,0,3,82,6
179.63,2,2,61,2
85.8,0,2,23,5
135.2,0,0,29,2
390.32,0,1,55,6
183.52,1,3,32,4
205.14,0,0,88,6
389.43,0,0,13,4
379.8,2,5,15,6
372.24,0,0,45,5
461.51,2,2,77,3
193.58,1,4,52,4
270.08,2,3,34,5
360.88,1,4,117,4
408.31,1,4,116,4
113.94,1,4,8,7
192.52,2,3,56,3
406.11,2,3,24,5
1476.47,1,7,15,3
138.99,1,4,25,3
434.21,1,2,29,4
274.61,1,2,67,6
482.64,0,2,95,4
113.66,2,5,107,2
55.84,1,2,48,6
328.31,2,2,81,2
203.49,1,2,52,5
784.06,4,9,13,4
196.79,0,2,86,4
299.74,2,4,94,2
4844.63,6,15,29,4
324.22,0,3,77,4
1910.57,1,7,24,3
86.59,1,4,82,6
252.26,0,2,96,2
399.98,1,2,33,6
210.27,2,5,76,2
480.49,1,3,82,5
414.82,0,0,42,6
448.14,2,4,36,7
365.28,0,2,38,2
61.38,2,5,15,3
459.4,0,3,85,4
317.22,1,1,40,4
367.83,1,3,25,5
480.24,0,0,116,3
215.97,1,4,75,1
340.84,1,2,46,5
65.54,1,3,77,7
447.46,0,1,68,1
1129.6,1,9,5,12
389.59,1,3,15,4
81.31,1,1,72,4
228.19,0,0,109,2
101.86,1,2,35,1
300.95,0,1,66,1
391.33,0,1,69,3
390.18,2,5,7,5
271.5,2,5,75,1
315.35,0,1,79,4
365.81,2,4,70,7
145.75,2,2,85,6
169.54,1,4,25,7
323.42,1,2,46,3
342.7,1,1,62,5
3523.31,4,7,5,2
412.08,2,3,30,7
386.27,2,3,118,5
212.42,0,1,77,7
279.99,1,1,32,7
200.27,1,4,97,3
225.84,0,3,66,5
407.74,2,3,14,5
50.12,0,0,114,1
4685.72,3,10,12,12
121.77,0,2,32,6
240.42,1,1,40,4
183.86,0,0,43,2
468.55,0,0,86,6
4067.43,4,6,0,2
155.66,2,4,39,1
265.87,2,3,32,1
219.84,0,3,60,7
128.76,0,0,89,1
4443.69,6,10,23,8
170.28,2,4,116,2
251.59,0,0,116,5
245.9,2,5,106,2
384.13,1,3,16,5
419.31,2,3,52,6
3767.89,5,7,10,12
233.15,2,5,52,4
3952.91,2,12,24,8
233.52,1,1,82,3
1997.62,3,13,14,8
437.8,0,0,48,5
4922.21,2,11,10,9
385.15,2,3,109,7
361.94,0,3,117,1
2947.99,5,6,18,1
297.7,0,1,92,6
270.13,1,3,75,4
418.7,0,2,100,4
494.57,0,3,24,7
388.99,2,2,119,7
4099.71,4,6,29,2
187.95,1,3,110,2
93.46,0,0,7,1
143.19,2,2,13,3
103.53,1,4,6,6
204.42,1,2,43,4
463.79,2,2,91,4
2749.98,3,3,8,12
409.02,2,2,59,6
446.28,2,5,8,4
269.35,0,3,37,5
160.42,2,2,63,4
158.62,1,1,46,3
366.81,1,2,83,4
357.71,2,2,69,4
131.55,1,4,107,5
71.92,2,2,94,5
456.01,1,2,10,3
242.02,2,3,112,1
268.81,0,3,104,6
457.43,1,1,43,2
439.5,2,5,34,6
365.34,0,0,26,2
490.45,2,2,61,4
364.51,0,2,86,5
263.14,1,4,76,6
79.33,1,3,65,4
159.45,0,0,8,2
134.05,0,3,89,5
168.35,0,1,79,4
67.89,0,1,43,2
225.82,1,1,70,7
286.05,1,1,43,7
464.32,1,2,29,6
265.43,0,1,54,5
293.63,0,1,90,2
1154.31,1,8,16,2
161.18,1,3,33,7
76.85,1,1,116,3
62.45,2,4,55,4
440.11,2,3,66,5
2792.96,4,14,27,13
158.6,2,4,68,7
319.91,1,1,76,1
399.66,2,2,52,3
259.02,1,3,112,5
463.69,1,4,54,7
3598.03,6,14,29,11
347.45,2,3,65,3
270.35,1,1,37,6
172.06,1,2,45,3
3047.07,3,7,6,14
354.24,1,3,81,4
134.76,2,3,107,7
135.48,2,4,96,5
142.01,1,2,20,6
181.15,0,1,81,7
201.81,2,5,52,2
372.66,2,5,73,3
322.69,1,1,53,7
226.88,0,1,108,3
2546.42,5,14,26,5
239.22,1,1,59,6
3178.72,4,10,12,6
131.5,1,1,10,7
98.36,2,4,21,7
384.35,1,2,10,6
54.44,1,3,41,4
149.19,2,4,75,3
118.26,2,4,102,2
484.87,1,2,74,5
122.18,2,4,108,4
160.78,1,2,35,4
451.34,0,2,18,1
188.82,2,5,62,2
431.27,1,4,61,2
223.01,2,5,7,5
142.31,2,5,60,7
2040.3,1,8,16,10
248.98,0,2,23,6
426.61,2,5,26,7
148.07,1,4,40,2
454.29,1,4,8,6
1598.33,6,7,14,12
224.99,1,3,53,1
375.87,1,1,60,3
171.1,1,4,25,2
313.47,2,3,113,1
2140.57,2,3,22,3
362.88,0,2,15,5
2538.95,3,5,27,7
462.17,0,3,44,2
154.31,0,0,78,6
442.31,2,3,41,5
240.46,0,1,7,7
3211.85,1,2,24,2
402.41,2,2,104,4
216.02,0,1,73,2
53.94,0,2,70,7
277.02,0,3,22,2
120.16,0,1,115,5
308.23,1,4,36,4
99.44,0,1,86,5
80.18,1,2,5,3
409.47,2,5,75,5
449.95,1,3,105,5
426.92,1,3,72,4
436.06,0,0,31,1
215.37,1,1,82,4
184.78,0,2,67,2
147.0,2,3,62,7
391.43,0,2,55,2
455.22,1,3,67,4
259.34,0,3,21,4
1604.15,2,12,29,2
73.9,1,4,118,6
851.56,3,8,26,9
68.24,1,1,50,3
464.88,0,0,17,2
302.71,0,0,70,2
217.07,1,4,47,7
206.11,1,3,52,1
313.52,1,4,60,7
349.84,2,2,24,7
347.27,1,3,23,2
138.35,2,5,40,4
69.81,0,1,29,4
237.91,0,3,75,5
462.22,0,0,25,7
377.25,0,1,64,2
2720.67,1,11,14,13
3275.59,3,10,30,5
296.56,2,4,85,6
120.02,2,4,108,5
160.38,0,3,66,3
278.97,1,4,11,5
438.4,0,1,76,2
148.53,0,3,120,2
3638.22,5,10,13,12
304.95,1,1,36,2
476.81,2,2,104,3
756.06,4,10,4,7
63.77,1,1,44,2
499.0,1,2,56,4
178.91,2,3,48,2
317.04,0,0,15,1
53.82,2,5,68,1
4071.15,6,16,4,1
129.91,0,2,112,3
463.13,2,4,90,5
124.35,1,3,17,1
870.56,1,10,0,14
4052.94,4,11,3,5
326.94,2,2,111,5
79.22,2,4,25,6
281.7,1,2,93,3
433.46,2,3,93,4
211.43,2,4,42,6
230.49,0,2,90,3
257.57,2,3,9,1
443.8,0,0,62,2
83.05,1,3,79,2
245.9,0,2,95,2
3452.82,3,5,12,4
72.01,1,4,28,7
346.24,1,3,62,2
385.37,2,5,89,3
3881.81,6,8,0,14
479.42,1,1,67,3
447.89,0,3,40,2
238.04,0,2,96,3
217.86,0,0,66,7
275.48,0,1,47,6
381.44,2,4,72,4
4971.34,5,14,6,7
379.06,0,3,97,5
292.45,1,1,41,3
315.19,0,3,111,4
4613.47,5,14,7,6
150.3,1,3,119,6
4175.31,6,15,8,7
288.83,0,1,110,4
51.01,0,0,107,7
416.48,2,5,7,5
3797.38,6,10,24,10
273.48,2,3,73,6
400.85,0,3,76,6
295.27,0,0,92,4
341.07,1,1,17,2
3789.57,2,12,9,11
122.84,1,2,98,2
394.28,1,3,74,6
80.86,0,0,114,1
796.92,3,5,3,13
104.65,2,5,70,1
326.46,0,2,105,1
224.54,0,2,97,1
3291.54,1,2,5,3
284.93,2,3,66,7
63.4,1,4,18,7
415.31,0,1,29,5
398.05,2,2,100,2
470.2,1,4,54,3
139.6,0,0,62,2
209.94,2,4,88,3
426.88,1,4,15,2
317.59,2,2,80,2
299.11,2,4,20,5
403.76,2,4,36,3
241.53,0,0,12,3
499.27,2,4,109,4
1763.01,4,5,16,6
188.77,1,4,7,1
1974.89,6,7,27,3
3213.08,1,6,3,2
3955.99,3,4,5,10
410.16,0,0,40,3
297.59,2,2,108,6
309.81,2,4,75,6
452.89,0,2,117,4
199.97,2,2,22,1
475.1,0,0,119,4
414.27,1,1,38,2
302.53,0,0,47,2
463.16,2,2,85,7
148.29,2,3,26,6
4387.21,5,8,13,1
443.77,2,3,68,5
243.37,2,5,29,7
204.92,1,4,79,3
327.37,0,3,37,6
50.65,0,3,80,2
361.08,2,3,109,6
485.22,0,1,96,1
162.5,0,0,92,4
148.16,0,0,88,2
423.48,0,3,18,3
114.97,2,2,116,3
235.0,2,4,61,6
335.77,0,3,50,2
4361.51,6,9,15,8
2468.53,3,3,13,8
401.62,0,3,72,3
99.69,1,2,41,3
396.07,1,1,80,4
339.91,1,2,93,7
264.57,1,3,25,4
457.15,0,1,87,4
493.91,2,3,19,3
284.91,2,2,39,7
409.75,2,5,7,1
448.16,0,2,37,7
480.95,2,3,85,4
515.17,1,6,24,12
238.87,1,1,66,2
379.67,2,5,37,6
313.78,2,5,90,7
3043.47,3,4,12,8
450.61,1,1,114,3
391.51,2,4,68,2
303.09,2,2,18,5
1540.87,1,4,14,7
382.37,0,3,96,2
146.54,1,1,9,3
314.37,0,2,87,5
4518.96,1,6,29,4
92.08,1,2,10,4
293.48,2,2,112,4
147.36,1,3,17,1
153.2,2,4,5,4
470.59,1,2,8,6
332.24,0,2,29,2
155.4,0,1,30,7
109.68,1,1,89,4
110.53,0,1,51,6
392.48,2,5,24,6
455.51,1,4,5,2
289.86,2,5,18,1
145.3,0,3,18,4
415.66,1,3,118,4
498.74,2,3,62,4
426.5,1,3,45,3
466.79,0,1,56,3
290.95,0,0,106,6
74.21,2,2,76,4
342.34,2,3,11,5
444.1,0,1,11,5
2946.52,1,4,17,9
286.28,0,2,38,3
422.64,0,3,67,7
112.87,0,0,71,2
82.15,2,2,99,7
124.08,1,3,8,1
401.01,2,2,115,7
87.63,0,0,15,6
478.88,0,3,105,5
75.76,2,2,97,2
1907.8,6,7,25,9
388.63,1,2,15,5
320.15,2,5,41,4
395.59,0,1,110,7
329.74,0,2,53,4
245.61,0,0,81,1
167.58,0,3,49,6
212.66,2,4,72,2
303.35,0,3,24,7
152.53,1,3,89,1
419.7,2,5,98,1
67.72,1,1,57,2
320.94,2,5,84,3
57.65,2,3,21,1
410.89,0,3,37,7
450.58,2,2,38,6
482.96,2,3,75,4
468.9,2,3,53,6
287.74,0,3,39,2
79.49,2,5,84,6
126.89,2,4,57,3
159.22,1,2,52,6
287.74,0,0,44,7
257.88,0,3,42,6
209.6,1,3,115,7
231.47,0,2,48,5
182.22,2,2,90,1
188.48,1,3,70,5
2886.6,1,4,23,2
300.24,2,3,111,3
487.6,1,1,91,6
180.36,2,2,114,3
462.41,0,2,29,7
314.2,2,2,55,6
113.64,0,0,17,6
286.79,2,2,74,1
139.38,2,2,85,6
147.55,1,3,33,1
4346.66,6,7,30,2
3253.44,5,12,24,6
928.89,5,11,24,9
286.01,0,0,28,2
498.76,0,0,47,7
297.38,2,2,36,6
262.52,2,5,38,6
490.54,0,3,5,5
226.29,2,4,22,1
321.66,0,2,18,5
154.1,2,5,48,7
112.68,1,2,26,7
473.71,2,3,14,2
200.83,1,1,16,3
3629.38,6,10,4,9
473.29,0,2,85,1
201.87,1,4,59,4
3846.91,5,6,3,12
401.13,0,0,29,7
2841.15,2,7,12,7
897.71,1,7,4,11
194.17,2,3,17,2
164.31,1,3,11,7
297.63,1,1,67,6
241.01,2,3,84,2
4241.26,3,3,3,4
299.53,2,5,104,2
156.84,2,3,57,1
340.3,2,2,11,1
253.19,2,2,82,7
215.71,2,2,107,3
131.8,0,3,37,5
231.28,2,5,103,5
219.14,2,4,111,5
391.76,2,5,16,5
290.86,1,4,86,5
198.66,0,2,7,7
189.31,2,3,27,2
427.63,0,2,104,2
243.44,2,2,57,5
495.5,1,2,55,6
393.7,0,3,27,6
302.74,2,3,71,5
351.56,2,4,88,2
2840.94,6,14,24,1
491.41,0,2,57,6
114.1,2,5,48,1
432.03,0,3,80,7
354.44,1,3,16,7
307.81,1,4,85,1
1474.84,5,12,25,7
423.77,0,1,108,5
201.58,0,2,112,2
229.4,0,1,80,7
432.39,1,1,114,1
123.91,0,0,5,6
2454.12,4,10,2,1
490.83,1,2,14,1
416.43,1,1,11,1
75.19,2,4,15,3
82.92,2,4,11,4
129.73,2,3,116,5
3389.33,6,8,1,12
336.87,1,1,119,4
319.47,1,2,12,6
4484.46,6,12,24,14
108.51,0,2,7,5
385.63,1,4,54,1
3044.4,5,6,24,13
228.77,2,4,13,2
254.24,0,1,45,3
127.06,1,4,18,4
85.62,0,1,113,2
85.37,0,0,53,1
239.85,2,4,21,4
308.04,1,4,20,2
83.45,2,4,44,3
376.69,0,2,11,2
1823.07,1,2,13,5
73.8,1,2,92,3
229.26,2,2,23,4
274.84,2,3,28,1
122.66,0,3,119,7
422.29,0,1,38,5
2389.4,5,13,10,12
402.97,2,5,34,7
421.84,2,3,117,1
129.75,2,4,57,1
307.59,1,1,68,7
295.06,2,5,56,6
1035.48,4,4,12,14
1561.77,4,12,24,13
406.57,1,1,53,5
346.5,0,1,33,6
353.24,0,3,91,7
56.67,1,4,18,6
306.24,2,2,71,6
128.39,2,3,46,5
255.52,2,2,76,5
356.83,0,3,84,5
402.5,0,1,21,1
4092.73,5,8,21,14
488.74,2,4,69,3
184.16,2,4,113,6
299.09,0,0,41,3
295.56,1,1,93,6
210.62,0,1,119,5
225.72,0,1,8,5
221.2,0,0,97,6
257.63,2,5,54,5
330.63,1,4,96,7
425.33,1,2,68,6
339.48,1,1,56,6
331.33,0,2,11,6
63.45,1,4,53,6
358.52,2,2,8,6
175.82,2,3,104,6
218.53,1,2,72,4
227.33,0,2,110,7
133.56,0,1,92,5
431.03,1,2,115,2
455.67,2,2,48,4
85.82,2,4,28,5
375.08,1,2,48,4
308.94,1,2,116,6
288.38,2,4,18,2
4728.11,1,9,22,7
61.55,2,5,71,3
4773.1,5,10,0,10
269.49,2,4,110,3
137.37,2,2,117,6
4209.48,1,2,29,8
124.17,0,2,79,2
66.96,1,2,55,3
182.14,0,2,110,3
147.47,0,2,84,2
264.13,2,2,35,7
433.19,0,0,84,3
1173.59,6,7,9,13
65.84,1,2,63,4
476.58,0,3,76,1
425.7,1,1,39,3
430.11,2,4,56,2
4708.28,5,11,13,1
4388.15,5,13,13,13
292.51,1,3,115,2
367.74,2,4,99,6
334.47,2,5,51,7
4044.24,5,9,5,9
481.09,0,0,108,6
199.53,0,0,117,1
410.72,1,2,80,6
827.37,2,4,20,14
4221.84,3,8,2,4
202.96,0,1,86,6
382.16,2,2,41,3
283.91,2,5,54,5
372.52,0,3,113,6
1499.38,4,14,25,8
181.7,1,2,100,1
430.68,2,3,52,3
481.4,2,3,108,7
294.51,0,1,29,7
140.08,0,0,85,3
76.54,2,2,118,1
236.91,1,2,31,6
205.25,2,3,103,4
367.77,2,5,27,7
207.54,1,3,38,6
3029.19,3,10,4,7
307.04,0,2,23,5
417.49,2,5,53,6
378.29,1,1,75,7
247.79,0,3,27,1
146.78,1,2,77,6
133.76,0,2,28,2
479.83,2,3,99,4
4799.04,6,12,25,6
313.32,2,4,35,5
156.4,0,2,88,3
160.03,2,3,45,5
1700.5,1,8,23,11
384.64,1,2,25,7
161.21,0,2,38,7
414.84,1,1,28,4
431.57,2,5,5,2
248.06,0,0,47,2
318.15,2,5,97,1
368.56,1,2,79,5
2835.25,2,4,0,13
487.43,0,2,55,6
438.33,2,3,27,1
1693.9,5,12,19,13
4481.71,5,13,16,14
207.19,0,2,90,5
156.56,2,5,12,7
387.77,0,1,7,3
1563.29,4,14,2,14
407.4,1,1,63,1
442.31,0,0,7,7
309.73,2,4,89,1
139.48,1,2,12,5
460.24,2,5,65,1
317.06,0,0,23,4
117.92,0,0,31,2
359.05,2,5,57,4
112.83,0,0,19,1
97.03,0,0,20,5
250.92,2,4,89,6
3919.78,2,5,29,10
146.34,1,2,60,4
291.26,2,3,63,6
4150.67,5,6,4,13
129.26,0,2,7,7
227.65,2,3,48,7
349.21,0,1,81,3
57.7,2,3,94,7
485.44,2,5,112,7
383.94,2,2,108,2
305.99,1,2,104,6
420.56,0,1,63,1
135.84,1,3,74,3
393.15,0,1,113,1
83.73,2,3,8,2
4685.83,4,5,11,10
153.86,1,3,12,2
77.68,2,2,60,4
600.71,2,4,4,14
342.54,0,2,45,3
1213.69,6,16,20,1
369.64,1,1,36,1
327.26,1,4,77,7
215.85,1,1,52,4
400.26,1,3,41,4
475.59,1,4,112,1
414.53,1,4,5,1
76.73,0,0,9,2
460.15,1,2,17,4
393.54,0,3,25,4
294.96,2,2,108,6
251.49,0,0,116,6
204.22,0,3,15,2
233.86,0,1,11,4
199.46,0,2,51,5
2714.15,2,8,5,2
61.16,2,5,28,3
287.65,1,4,59,6
164.19,0,1,20,5
139.53,2,3,82,4
414.43,1,3,112,4
2465.64,2,3,11,10
158.24,0,3,7,1
169.7,1,4,17,3
3320.77,1,2,25,2
314.83,2,5,20,3
387.05,1,2,74,7
805.75,6,15,24,12
3339.84,3,12,0,6
498.86,0,2,105,2
324.75,2,2,108,5
423.55,1,4,105,5
271.77,0,0,30,4
358.31,1,4,82,5
95.92,1,1,24,2
478.64,1,4,78,3
423.9,1,4,28,2
485.16,2,4,79,5
4980.52,4,4,2,12
168.85,1,2,8,2
282.0,2,3,18,1
428.45,2,2,85,7
166.77,2,2,35,3
387.91,2,5,120,2
875.75,4,4,23,14
331.68,1,1,109,7
4867.29,4,8,9,9
391.02,1,3,71,5
154.91,1,3,61,1
77.77,0,2,74,1
194.09,2,2,111,7
135.01,2,2,43,5
394.07,2,2,25,5
3534.53,5,9,25,3
240.56,2,3,64,6
310.36,2,5,90,6
69.41,1,2,96,1
405.7,2,5,19,3
272.46,2,3,27,4
452.18,2,3,47,6
98.15,1,4,28,3
448.14,1,3,111,5
296.05,2,4,83,4
253.87,1,2,13,4
302.37,0,3,23,2
2100.07,2,12,13,5
106.27,2,3,39,5
363.5,0,0,117,4
166.34,1,2,101,5
309.08,1,1,84,7
184.95,0,0,80,7
1617.28,6,15,20,14
419.33,0,3,18,2
373.86,0,2,28,2
164.53,2,2,56,3
365.14,0,2,40,7
115.09,0,0,59,3
442.86,2,4,40,1
237.37,0,3,101,6
460.19,2,2,103,5
166.41,2,2,74,5
3782.69,4,11,26,9
172.17,1,3,57,5
97.06,0,2,84,2
3319.66,3,11,13,10
327.83,0,3,94,5
190.22,2,5,77,3
440.02,1,3,80,3
4116.11,1,2,3,10
319.59,0,0,113,6
497.6,0,3,118,6
101.02,1,1,59,6
152.18,2,5,31,4
234.85,2,3,17,5
197.44,2,2,53,4
61.15,2,4,108,2
487.06,1,2,11,3
4993.88,6,10,25,12
3260.26,4,11,13,1
246.11,0,0,109,7
1916.36,3,10,24,8
451.6,2,5,105,3
484.13,0,0,59,2
402.0,1,4,117,4
